Rank,EntryId,Username,Score,Max Possible Score,Winnings,Rd of 64,Rd of 32,Rd of 16,Rd of 8,Last 4,Championship,Tiebreaker
1,ca1fb0fd-96a1-4986-8c0c-8731a9362f48,buonteax73,10,1920,0,1 Purdue | 8 Memphis | 5 Duke | 4 Tennessee | 11 Providence | 14 Montana State | 7 Michigan State | 2 Marquette | 1 Alabama | 9 West Virginia | 5 San Diego State | 4 Virginia | 6 Creighton | 14 UC Santa Barbara | 7 Missouri | 2 Arizona | 1 Houston | 9 Auburn | 5 Miami (FL) | 4 Indiana | 11 Pittsburgh | 3 Xavier | 10 Penn State | 2 Texas | 1 Kansas | 8 Arkansas | 12 VCU | 4 UConn | 11 Arizona State | 3 Gonzaga | 10 Boise State | 2 UCLA,1 Purdue | 5 Duke | 14 Montana State | 7 Michigan State | 1 Alabama | 4 Virginia | 6 Creighton | 2 Arizona | 9 Auburn | 5 Miami (FL) | 3 Xavier | 2 Texas | 8 Arkansas | 4 UConn | 3 Gonzaga | 2 UCLA,5 Duke | 7 Michigan State | 1 Alabama | 2 Arizona | 5 Miami (FL) | 2 Texas | 4 UConn | 2 UCLA,5 Duke | 2 Arizona | 5 Miami (FL) | 4 UConn,5 Duke | 4 UConn,4 UConn,130
1,056a3d09-c202-4a85-836a-cf4c0c10e0d8,burgetka,10,1920,0,1 Purdue | 8 Memphis | 5 Duke | 4 Tennessee | 11 Providence | 3 Kansas State | 10 USC | 2 Marquette | 1 Alabama | 9 West Virginia | 12 Charleston | 4 Virginia | 6 Creighton | 3 Baylor | 10 Utah State | 2 Arizona | 1 Houston | 9 Auburn | 12 Drake | 13 Kent State | 11 Pittsburgh | 3 Xavier | 10 Penn State | 2 Texas | 1 Kansas | 9 Illinois | 12 VCU | 4 UConn | 6 TCU | 3 Gonzaga | 10 Boise State | 2 UCLA,1 Purdue | 4 Tennessee | 3 Kansas State | 2 Marquette | 1 Alabama | 4 Virginia | 6 Creighton | 2 Arizona | 1 Houston | 13 Kent State | 3 Xavier | 2 Texas | 1 Kansas | 12 VCU | 3 Gonzaga | 2 UCLA,1 Purdue | 2 Marquette | 1 Alabama | 6 Creighton | 1 Houston | 2 Texas | 1 Kansas | 3 Gonzaga,1 Purdue | 1 Alabama | 2 Texas | 3 Gonzaga,1 Purdue | 2 Texas,1 Purdue,115
1,cc437197-18da-4fdf-9026-31daac0f7660,burialsession,10,1920,0,1 Purdue | 8 Memphis | 5 Duke | 4 Tennessee | 11 Providence | 3 Kansas State | 7 Michigan State | 2 Marquette | 1 Alabama | 9 West Virginia | 12 Charleston | 13 Furman | 6 Creighton | 3 Baylor | 7 Missouri | 2 Arizona | 1 Houston | 9 Auburn | 12 Drake | 13 Kent State | 6 Iowa State | 3 Xavier | 10 Penn State | 2 Texas | 1 Kansas | 9 Illinois | 12 VCU | 4 UConn | 11 Arizona State | 3 Gonzaga | 10 Boise State | 2 UCLA,8 Memphis | 4 Tennessee | 11 Providence | 2 Marquette | 1 Alabama | 13 Furman | 6 Creighton | 2 Arizona | 1 Houston | 13 Kent State | 3 Xavier | 2 Texas | 1 Kansas | 4 UConn | 3 Gonzaga | 2 UCLA,4 Tennessee | 2 Marquette | 1 Alabama | 6 Creighton | 1 Houston | 3 Xavier | 4 UConn | 3 Gonzaga,4 Tennessee | 1 Alabama | 3 Xavier | 4 UConn,1 Alabama | 3 Xavier,1 Alabama,144
1,adc9be64-a9d7-4518-9d9a-a238c0723579,burnsx1313x,10,1920,0,1 Purdue | 8 Memphis | 5 Duke | 4 Tennessee | 6 Kentucky | 3 Kansas State | 10 USC | 2 Marquette | 1 Alabama | 9 West Virginia | 5 San Diego State | 4 Virginia | 6 Creighton | 3 Baylor | 7 Missouri | 2 Arizona | 1 Houston | 8 Iowa | 5 Miami (FL) | 4 Indiana | 11 Pittsburgh | 3 Xavier | 7 Texas A&M | 2 Texas | 1 Kansas | 8 Arkansas | 12 VCU | 4 UConn | 6 TCU | 3 Gonzaga | 7 Northwestern | 2 UCLA,1 Purdue | 5 Duke | 3 Kansas State | 2 Marquette | 1 Alabama | 4 Virginia | 6 Creighton | 2 Arizona | 1 Houston | 4 Indiana | 3 Xavier | 2 Texas | 1 Kansas | 4 UConn | 3 Gonzaga | 2 UCLA,5 Duke | 2 Marquette | 1 Alabama | 2 Arizona | 1 Houston | 2 Texas | 4 UConn | 3 Gonzaga,5 Duke | 1 Alabama | 2 Texas | 4 UConn,1 Alabama | 4 UConn,4 UConn,137
1,83016500-4cbd-4600-b436-6bf0dbb50aeb,ButchDozer,10,1920,0,1 Purdue | 8 Memphis | 12 Oral Roberts | 4 Tennessee | 6 Kentucky | 3 Kansas State | 10 USC | 2 Marquette | 1 Alabama | 9 West Virginia | 5 San Diego State | 4 Virginia | 11 North Carolina State | 3 Baylor | 10 Utah State | 2 Arizona | 1 Houston | 9 Auburn | 5 Miami (FL) | 4 Indiana | 6 Iowa State | 3 Xavier | 7 Texas A&M | 2 Texas | 1 Kansas | 9 Illinois | 5 Saint Mary's | 4 UConn | 6 TCU | 3 Gonzaga | 7 Northwestern | 2 UCLA,8 Memphis | 4 Tennessee | 6 Kentucky | 2 Marquette | 1 Alabama | 4 Virginia | 3 Baylor | 2 Arizona | 1 Houston | 4 Indiana | 6 Iowa State | 2 Texas | 1 Kansas | 5 Saint Mary's | 6 TCU | 2 UCLA,8 Memphis | 2 Marquette | 1 Alabama | 2 Arizona | 1 Houston | 2 Texas | 1 Kansas | 2 UCLA,2 Marquette | 2 Arizona | 2 Texas | 2 UCLA,2 Arizona | 2 UCLA,2 Arizona,138
1,649cff70-3727-4030-80e2-7cf2755f30bc,butler2222,10,1920,0,1 Purdue | 8 Memphis | 5 Duke | 4 Tennessee | 6 Kentucky | 3 Kansas State | 7 Michigan State | 2 Marquette | 1 Alabama | 9 West Virginia | 5 San Diego State | 4 Virginia | 6 Creighton | 3 Baylor | 10 Utah State | 2 Arizona | 1 Houston | 9 Auburn | 12 Drake | 4 Indiana | 6 Iowa State | 3 Xavier | 7 Texas A&M | 2 Texas | 1 Kansas | 8 Arkansas | 5 Saint Mary's | 4 UConn | 6 TCU | 3 Gonzaga | 10 Boise State | 2 UCLA,1 Purdue | 5 Duke | 3 Kansas State | 2 Marquette | 1 Alabama | 5 San Diego State | 3 Baylor | 2 Arizona | 1 Houston | 4 Indiana | 3 Xavier | 2 Texas | 1 Kansas | 5 Saint Mary's | 3 Gonzaga | 2 UCLA,5 Duke | 2 Marquette | 1 Alabama | 3 Baylor | 1 Houston | 2 Texas | 1 Kansas | 3 Gonzaga,5 Duke | 3 Baylor | 2 Texas | 1 Kansas,3 Baylor | 2 Texas,2 Texas,146
1,e937ac2d-74a6-4915-a538-67b16c96c74e,Buzzcroke,10,1920,0,1 Purdue | 8 Memphis | 5 Duke | 13 Louisiana | 6 Kentucky | 3 Kansas State | 10 USC | 2 Marquette | 1 Alabama | 9 West Virginia | 5 San Diego State | 13 Furman | 6 Creighton | 3 Baylor | 10 Utah State | 2 Arizona | 1 Houston | 8 Iowa | 12 Drake | 4 Indiana | 6 Iowa State | 3 Xavier | 7 Texas A&M | 2 Texas | 1 Kansas | 8 Arkansas | 12 VCU | 4 UConn | 6 TCU | 3 Gonzaga | 7 Northwestern | 2 UCLA,8 Memphis | 5 Duke | 6 Kentucky | 2 Marquette | 1 Alabama | 5 San Diego State | 3 Baylor | 2 Arizona | 1 Houston | 12 Drake | 3 Xavier | 2 Texas | 1 Kansas | 4 UConn | 3 Gonzaga | 2 UCLA,5 Duke | 2 Marquette | 1 Alabama | 2 Arizona | 1 Houston | 2 Texas | 4 UConn | 2 UCLA,5 Duke | 1 Alabama | 1 Houston | 4 UConn,1 Alabama | 1 Houston,1 Houston,138
1,9bfe0053-d4e6-4bcb-9fea-e00c036e4c36,BWD21,10,1920,0,1 Purdue | 9 Florida Atlantic | 5 Duke | 4 Tennessee | 6 Kentucky | 3 Kansas State | 7 Michigan State | 2 Marquette | 1 Alabama | 9 West Virginia | 5 San Diego State | 13 Furman | 6 Creighton | 3 Baylor | 10 Utah State | 2 Arizona | 1 Houston | 9 Auburn | 12 Drake | 13 Kent State | 6 Iowa State | 3 Xavier | 7 Texas A&M | 2 Texas | 1 Kansas | 8 Arkansas | 5 Saint Mary's | 4 UConn | 11 Arizona State | 3 Gonzaga | 7 Northwestern | 2 UCLA,1 Purdue | 4 Tennessee | 6 Kentucky | 7 Michigan State | 1 Alabama | 5 San Diego State | 6 Creighton | 2 Arizona | 1 Houston | 13 Kent State | 6 Iowa State | 2 Texas | 1 Kansas | 4 UConn | 3 Gonzaga | 2 UCLA,4 Tennessee | 6 Kentucky | 1 Alabama | 2 Arizona | 1 Houston | 2 Texas | 4 UConn | 3 Gonzaga,4 Tennessee | 1 Alabama | 1 Houston | 4 UConn,1 Alabama | 1 Houston,1 Houston,146
1,6562082c-c021-48e2-8fcd-896ba405ccb5,bzheng5587,10,1920,0,1 Purdue | 8 Memphis | 5 Duke | 4 Tennessee | 6 Kentucky | 3 Kansas State | 10 USC | 2 Marquette | 1 Alabama | 9 West Virginia | 12 Charleston | 4 Virginia | 6 Creighton | 3 Baylor | 7 Missouri | 2 Arizona | 1 Houston | 8 Iowa | 12 Drake | 13 Kent State | 11 Pittsburgh | 3 Xavier | 7 Texas A&M | 2 Texas | 1 Kansas | 8 Arkansas | 12 VCU | 4 UConn | 11 Arizona State | 3 Gonzaga | 7 Northwestern | 2 UCLA,1 Purdue | 4 Tennessee | 6 Kentucky | 2 Marquette | 1 Alabama | 12 Charleston | 3 Baylor | 2 Arizona | 1 Houston | 12 Drake | 3 Xavier | 2 Texas | 1 Kansas | 4 UConn | 11 Arizona State | 2 UCLA,4 Tennessee | 6 Kentucky | 1 Alabama | 3 Baylor | 1 Houston | 2 Texas | 4 UConn | 2 UCLA,4 Tennessee | 1 Alabama | 2 Texas | 4 UConn,1 Alabama | 2 Texas,1 Alabama,134
1,b1fd8030-5ee5-499a-88a6-c98a960a7c77,C-Ray34,10,1920,0,1 Purdue | 8 Memphis | 5 Duke | 4 Tennessee | 11 Providence | 3 Kansas State | 10 USC | 2 Marquette | 1 Alabama | 9 West Virginia | 5 San Diego State | 4 Virginia | 11 North Carolina State | 3 Baylor | 10 Utah State | 2 Arizona | 1 Houston | 9 Auburn | 5 Miami (FL) | 13 Kent State | 6 Iowa State | 3 Xavier | 7 Texas A&M | 2 Texas | 1 Kansas | 9 Illinois | 5 Saint Mary's | 4 UConn | 6 TCU | 3 Gonzaga | 10 Boise State | 2 UCLA,1 Purdue | 5 Duke | 3 Kansas State | 2 Marquette | 1 Alabama | 5 San Diego State | 3 Baylor | 2 Arizona | 1 Houston | 13 Kent State | 6 Iowa State | 2 Texas | 1 Kansas | 4 UConn | 3 Gonzaga | 2 UCLA,5 Duke | 2 Marquette | 1 Alabama | 3 Baylor | 13 Kent State | 2 Texas | 1 Kansas | 3 Gonzaga,2 Marquette | 1 Alabama | 2 Texas | 1 Kansas,2 Marquette | 2 Texas,2 Marquette,134
1,291239ec-f688-4e60-a33c-0c1eab4c395a,cacallom,10,1920,0,1 Purdue | 8 Memphis | 5 Duke | 4 Tennessee | 6 Kentucky | 3 Kansas State | 10 USC | 2 Marquette | 1 Alabama | 9 West Virginia | 5 San Diego State | 4 Virginia | 6 Creighton | 3 Baylor | 10 Utah State | 2 Arizona | 1 Houston | 8 Iowa | 5 Miami (FL) | 4 Indiana | 11 Pittsburgh | 3 Xavier | 10 Penn State | 2 Texas | 1 Kansas | 9 Illinois | 5 Saint Mary's | 4 UConn | 6 TCU | 3 Gonzaga | 10 Boise State | 2 UCLA,1 Purdue | 5 Duke | 6 Kentucky | 2 Marquette | 1 Alabama | 4 Virginia | 6 Creighton | 2 Arizona | 1 Houston | 4 Indiana | 3 Xavier | 2 Texas | 1 Kansas | 4 UConn | 3 Gonzaga | 2 UCLA,5 Duke | 2 Marquette | 4 Virginia | 6 Creighton | 1 Houston | 2 Texas | 1 Kansas | 2 UCLA,5 Duke | 6 Creighton | 1 Houston | 2 UCLA,5 Duke | 2 UCLA,2 UCLA,148
1,d826f105-eebf-4f9d-ae1e-60c9db2edeca,CactusJack2,10,1920,0,1 Purdue | 8 Memphis | 5 Duke | 4 Tennessee | 6 Kentucky | 3 Kansas State | 7 Michigan State | 2 Marquette | 1 Alabama | 9 West Virginia | 5 San Diego State | 4 Virginia | 11 North Carolina State | 3 Baylor | 10 Utah State | 2 Arizona | 1 Houston | 8 Iowa | 5 Miami (FL) | 13 Kent State | 6 Iowa State | 3 Xavier | 7 Texas A&M | 2 Texas | 1 Kansas | 8 Arkansas | 12 VCU | 4 UConn | 6 TCU | 3 Gonzaga | 7 Northwestern | 2 UCLA,1 Purdue | 4 Tennessee | 6 Kentucky | 7 Michigan State | 1 Alabama | 5 San Diego State | 3 Baylor | 2 Arizona | 1 Houston | 5 Miami (FL) | 6 Iowa State | 2 Texas | 1 Kansas | 4 UConn | 3 Gonzaga | 2 UCLA,1 Purdue | 6 Kentucky | 1 Alabama | 2 Arizona | 1 Houston | 2 Texas | 4 UConn | 2 UCLA,6 Kentucky | 2 Arizona | 2 Texas | 2 UCLA,2 Arizona | 2 Texas,2 Arizona,147
1,3152d6c8-632b-4152-b044-abf09bcd6501,calafal,10,1920,0,1 Purdue | 8 Memphis | 5 Duke | 4 Tennessee | 6 Kentucky | 3 Kansas State | 7 Michigan State | 2 Marquette | 1 Alabama | 9 West Virginia | 5 San Diego State | 4 Virginia | 6 Creighton | 3 Baylor | 10 Utah State | 2 Arizona | 1 Houston | 9 Auburn | 5 Miami (FL) | 4 Indiana | 6 Iowa State | 3 Xavier | 7 Texas A&M | 2 Texas | 1 Kansas | 8 Arkansas | 5 Saint Mary's | 4 UConn | 6 TCU | 3 Gonzaga | 10 Boise State | 2 UCLA,1 Purdue | 4 Tennessee | 3 Kansas State | 2 Marquette | 1 Alabama | 5 San Diego State | 6 Creighton | 2 Arizona | 1 Houston | 4 Indiana | 3 Xavier | 2 Texas | 1 Kansas | 5 Saint Mary's | 3 Gonzaga | 2 UCLA,1 Purdue | 2 Marquette | 1 Alabama | 2 Arizona | 1 Houston | 2 Texas | 5 Saint Mary's | 2 UCLA,1 Purdue | 1 Alabama | 1 Houston | 2 UCLA,1 Alabama | 1 Houston,1 Alabama,144
1,f17f65f9-288c-4888-9790-41d8f7020369,calebhock,10,1920,0,1 Purdue | 8 Memphis | 5 Duke | 4 Tennessee | 6 Kentucky | 3 Kansas State | 10 USC | 2 Marquette | 1 Alabama | 9 West Virginia | 5 San Diego State | 4 Virginia | 6 Creighton | 3 Baylor | 7 Missouri | 2 Arizona | 1 Houston | 8 Iowa | 5 Miami (FL) | 4 Indiana | 6 Iowa State | 3 Xavier | 7 Texas A&M | 2 Texas | 1 Kansas | 8 Arkansas | 5 Saint Mary's | 4 UConn | 6 TCU | 3 Gonzaga | 7 Northwestern | 2 UCLA,1 Purdue | 5 Duke | 3 Kansas State | 2 Marquette | 1 Alabama | 4 Virginia | 3 Baylor | 2 Arizona | 1 Houston | 5 Miami (FL) | 6 Iowa State | 7 Texas A&M | 1 Kansas | 4 UConn | 6 TCU | 2 UCLA,5 Duke | 2 Marquette | 1 Alabama | 3 Baylor | 1 Houston | 7 Texas A&M | 1 Kansas | 2 UCLA,5 Duke | 1 Alabama | 1 Houston | 1 Kansas,1 Alabama | 1 Kansas,1 Kansas,133
1,61d4c65d-cd65-44e1-a299-bfa4544fef9d,canadakev7,10,1920,0,1 Purdue | 8 Memphis | 5 Duke | 13 Louisiana | 6 Kentucky | 3 Kansas State | 7 Michigan State | 2 Marquette | 1 Alabama | 9 West Virginia | 12 Charleston | 4 Virginia | 11 North Carolina State | 3 Baylor | 7 Missouri | 2 Arizona | 1 Houston | 8 Iowa | 5 Miami (FL) | 4 Indiana | 6 Iowa State | 3 Xavier | 10 Penn State | 2 Texas | 1 Kansas | 8 Arkansas | 5 Saint Mary's | 4 UConn | 6 TCU | 3 Gonzaga | 7 Northwestern | 2 UCLA,8 Memphis | 5 Duke | 6 Kentucky | 2 Marquette | 1 Alabama | 4 Virginia | 3 Baylor | 2 Arizona | 1 Houston | 5 Miami (FL) | 6 Iowa State | 2 Texas | 1 Kansas | 4 UConn | 6 TCU | 2 UCLA,5 Duke | 2 Marquette | 1 Alabama | 2 Arizona | 1 Houston | 2 Texas | 4 UConn | 6 TCU,5 Duke | 1 Alabama | 1 Houston | 4 UConn,1 Alabama | 1 Houston,1 Alabama,145
1,708195bd-d20b-49aa-89b9-a8cba526768f,CaptainMerica20,10,1920,0,1 Purdue | 9 Florida Atlantic | 5 Duke | 4 Tennessee | 6 Kentucky | 3 Kansas State | 7 Michigan State | 2 Marquette | 1 Alabama | 9 West Virginia | 5 San Diego State | 4 Virginia | 6 Creighton | 3 Baylor | 10 Utah State | 2 Arizona | 1 Houston | 9 Auburn | 12 Drake | 4 Indiana | 11 Pittsburgh | 3 Xavier | 7 Texas A&M | 2 Texas | 1 Kansas | 8 Arkansas | 12 VCU | 13 Iona | 6 TCU | 3 Gonzaga | 10 Boise State | 2 UCLA,1 Purdue | 4 Tennessee | 3 Kansas State | 2 Marquette | 1 Alabama | 4 Virginia | 3 Baylor | 2 Arizona | 1 Houston | 4 Indiana | 3 Xavier | 2 Texas | 1 Kansas | 13 Iona | 3 Gonzaga | 2 UCLA,1 Purdue | 3 Kansas State | 1 Alabama | 3 Baylor | 1 Houston | 2 Texas | 1 Kansas | 3 Gonzaga,1 Purdue | 1 Alabama | 1 Houston | 3 Gonzaga,1 Alabama | 1 Houston,1 Houston,146
1,6691a9cd-b935-4e5b-b38a-f634b42fafe5,carbonate24,10,1920,0,1 Purdue | 8 Memphis | 5 Duke | 4 Tennessee | 11 Providence | 3 Kansas State | 7 Michigan State | 2 Marquette | 1 Alabama | 9 West Virginia | 5 San Diego State | 4 Virginia | 6 Creighton | 14 UC Santa Barbara | 10 Utah State | 2 Arizona | 1 Houston | 8 Iowa | 5 Miami (FL) | 4 Indiana | 6 Iowa State | 3 Xavier | 7 Texas A&M | 2 Texas | 1 Kansas | 8 Arkansas | 5 Saint Mary's | 13 Iona | 11 Arizona State | 3 Gonzaga | 10 Boise State | 2 UCLA,1 Purdue | 4 Tennessee | 3 Kansas State | 7 Michigan State | 1 Alabama | 4 Virginia | 6 Creighton | 2 Arizona | 1 Houston | 4 Indiana | 6 Iowa State | 7 Texas A&M | 1 Kansas | 5 Saint Mary's | 3 Gonzaga | 2 UCLA,1 Purdue | 3 Kansas State | 1 Alabama | 6 Creighton | 1 Houston | 6 Iowa State | 5 Saint Mary's | 3 Gonzaga,3 Kansas State | 1 Alabama | 1 Houston | 3 Gonzaga,1 Alabama | 3 Gonzaga,3 Gonzaga,141
1,a11cd13d-08d6-4879-9fe9-711d68e7602e,cardinals19191,10,1920,0,1 Purdue | 9 Florida Atlantic | 5 Duke | 4 Tennessee | 6 Kentucky | 3 Kansas State | 10 USC | 2 Marquette | 1 Alabama | 9 West Virginia | 5 San Diego State | 4 Virginia | 6 Creighton | 3 Baylor | 10 Utah State | 2 Arizona | 1 Houston | 9 Auburn | 5 Miami (FL) | 13 Kent State | 6 Iowa State | 3 Xavier | 7 Texas A&M | 2 Texas | 1 Kansas | 8 Arkansas | 5 Saint Mary's | 4 UConn | 6 TCU | 3 Gonzaga | 7 Northwestern | 2 UCLA,1 Purdue | 4 Tennessee | 6 Kentucky | 2 Marquette | 1 Alabama | 5 San Diego State | 6 Creighton | 2 Arizona | 1 Houston | 5 Miami (FL) | 6 Iowa State | 2 Texas | 1 Kansas | 4 UConn | 3 Gonzaga | 2 UCLA,1 Purdue | 2 Marquette | 1 Alabama | 2 Arizona | 1 Houston | 2 Texas | 4 UConn | 2 UCLA,1 Purdue | 2 Arizona | 1 Houston | 2 UCLA,1 Purdue | 1 Houston,1 Houston,170
1,e2659c82-84d1-430a-ba08-09495d9596b5,carney259,10,1920,0,1 Purdue | 8 Memphis | 5 Duke | 4 Tennessee | 6 Kentucky | 3 Kansas State | 7 Michigan State | 2 Marquette | 1 Alabama | 9 West Virginia | 5 San Diego State | 4 Virginia | 6 Creighton | 3 Baylor | 10 Utah State | 2 Arizona | 1 Houston | 9 Auburn | 5 Miami (FL) | 4 Indiana | 6 Iowa State | 3 Xavier | 7 Texas A&M | 2 Texas | 1 Kansas | 8 Arkansas | 5 Saint Mary's | 4 UConn | 6 TCU | 3 Gonzaga | 7 Northwestern | 2 UCLA,1 Purdue | 4 Tennessee | 6 Kentucky | 2 Marquette | 1 Alabama | 5 San Diego State | 6 Creighton | 2 Arizona | 1 Houston | 4 Indiana | 3 Xavier | 2 Texas | 1 Kansas | 4 UConn | 3 Gonzaga | 2 UCLA,1 Purdue | 2 Marquette | 1 Alabama | 6 Creighton | 1 Houston | 2 Texas | 1 Kansas | 2 UCLA,2 Marquette | 1 Alabama | 1 Houston | 2 UCLA,2 Marquette | 1 Houston,1 Houston,146
1,12f9a65d-d2b3-4f4f-987f-be15ff0ce574,CarpeDiem21,10,1920,0,1 Purdue | 8 Memphis | 5 Duke | 4 Tennessee | 6 Kentucky | 3 Kansas State | 7 Michigan State | 2 Marquette | 1 Alabama | 9 West Virginia | 12 Charleston | 4 Virginia | 11 North Carolina State | 3 Baylor | 7 Missouri | 2 Arizona | 1 Houston | 9 Auburn | 12 Drake | 4 Indiana | 6 Iowa State | 3 Xavier | 10 Penn State | 2 Texas | 1 Kansas | 9 Illinois | 12 VCU | 4 UConn | 6 TCU | 3 Gonzaga | 10 Boise State | 2 UCLA,8 Memphis | 5 Duke | 6 Kentucky | 7 Michigan State | 1 Alabama | 4 Virginia | 3 Baylor | 2 Arizona | 1 Houston | 4 Indiana | 3 Xavier | 2 Texas | 1 Kansas | 4 UConn | 3 Gonzaga | 2 UCLA,5 Duke | 6 Kentucky | 4 Virginia | 3 Baylor | 1 Houston | 2 Texas | 1 Kansas | 3 Gonzaga,5 Duke | 3 Baylor | 1 Houston | 3 Gonzaga,3 Baylor | 1 Houston,1 Houston,153
1,9f7019b5-d848-4b82-94a9-8f077e50075a,Carrie728,10,1920,0,16 Fairleigh Dickinson | 9 Florida Atlantic | 12 Oral Roberts | 13 Louisiana | 11 Providence | 14 Montana State | 10 USC | 15 Vermont | 16 Texas A&M-CC | 9 West Virginia | 12 Charleston | 13 Furman | 11 North Carolina State | 14 UC Santa Barbara | 10 Utah State | 15 Princeton | 16 Northern Kentucky | 9 Auburn | 12 Drake | 13 Kent State | 11 Pittsburgh | 14 Kennesaw State | 10 Penn State | 15 Colgate | 16 Howard | 9 Illinois | 12 VCU | 13 Iona | 11 Arizona State | 14 Grand Canyon | 10 Boise State | 15 UNC Asheville,9 Florida Atlantic | 13 Louisiana | 14 Montana State | 15 Vermont | 9 West Virginia | 13 Furman | 14 UC Santa Barbara | 15 Princeton | 16 Northern Kentucky | 13 Kent State | 14 Kennesaw State | 15 Colgate | 16 Howard | 13 Iona | 14 Grand Canyon | 15 UNC Asheville,13 Louisiana | 15 Vermont | 13 Furman | 15 Princeton | 16 Northern Kentucky | 15 Colgate | 16 Howard | 15 UNC Asheville,15 Vermont | 15 Princeton | 16 Northern Kentucky | 15 UNC Asheville,15 Princeton | 16 Northern Kentucky,15 Princeton,8
1,a4eae93d-8abe-4c7f-98a0-bfe761da5115,cas536,10,1920,0,1 Purdue | 8 Memphis | 5 Duke | 4 Tennessee | 6 Kentucky | 3 Kansas State | 7 Michigan State | 2 Marquette | 1 Alabama | 9 West Virginia | 5 San Diego State | 4 Virginia | 6 Creighton | 3 Baylor | 7 Missouri | 2 Arizona | 1 Houston | 9 Auburn | 5 Miami (FL) | 4 Indiana | 6 Iowa State | 3 Xavier | 7 Texas A&M | 2 Texas | 1 Kansas | 9 Illinois | 5 Saint Mary's | 4 UConn | 6 TCU | 3 Gonzaga | 7 Northwestern | 2 UCLA,1 Purdue | 5 Duke | 3 Kansas State | 2 Marquette | 1 Alabama | 4 Virginia | 3 Baylor | 2 Arizona | 1 Houston | 5 Miami (FL) | 3 Xavier | 2 Texas | 1 Kansas | 4 UConn | 3 Gonzaga | 2 UCLA,1 Purdue | 2 Marquette | 1 Alabama | 3 Baylor | 1 Houston | 2 Texas | 1 Kansas | 2 UCLA,1 Purdue | 1 Alabama | 1 Houston | 1 Kansas,1 Purdue | 1 Kansas,1 Purdue,120
1,66ee2b8d-c2c4-466d-ac20-fe313d4ab08c,case22x,10,1920,0,1 Purdue | 9 Florida Atlantic | 5 Duke | 4 Tennessee | 6 Kentucky | 3 Kansas State | 10 USC | 2 Marquette | 1 Alabama | 9 West Virginia | 5 San Diego State | 13 Furman | 6 Creighton | 3 Baylor | 7 Missouri | 2 Arizona | 1 Houston | 9 Auburn | 12 Drake | 13 Kent State | 6 Iowa State | 3 Xavier | 10 Penn State | 2 Texas | 1 Kansas | 9 Illinois | 12 VCU | 4 UConn | 6 TCU | 3 Gonzaga | 7 Northwestern | 2 UCLA,1 Purdue | 4 Tennessee | 3 Kansas State | 2 Marquette | 1 Alabama | 13 Furman | 3 Baylor | 7 Missouri | 1 Houston | 13 Kent State | 3 Xavier | 2 Texas | 1 Kansas | 12 VCU | 6 TCU | 2 UCLA,1 Purdue | 2 Marquette | 1 Alabama | 7 Missouri | 1 Houston | 3 Xavier | 1 Kansas | 6 TCU,2 Marquette | 7 Missouri | 1 Houston | 6 TCU,2 Marquette | 1 Houston,2 Marquette,141
1,3a2c46ef-77b1-49a1-8d64-c94551e1e17d,caseman444,10,1920,0,1 Purdue | 8 Memphis | 5 Duke | 4 Tennessee | 11 Providence | 3 Kansas State | 7 Michigan State | 2 Marquette | 1 Alabama | 9 West Virginia | 5 San Diego State | 4 Virginia | 11 North Carolina State | 3 Baylor | 7 Missouri | 2 Arizona | 1 Houston | 8 Iowa | 5 Miami (FL) | 4 Indiana | 6 Iowa State | 3 Xavier | 10 Penn State | 2 Texas | 1 Kansas | 9 Illinois | 5 Saint Mary's | 4 UConn | 6 TCU | 3 Gonzaga | 10 Boise State | 2 UCLA,8 Memphis | 5 Duke | 3 Kansas State | 2 Marquette | 1 Alabama | 4 Virginia | 3 Baylor | 2 Arizona | 1 Houston | 4 Indiana | 3 Xavier | 2 Texas | 1 Kansas | 4 UConn | 3 Gonzaga | 2 UCLA,8 Memphis | 2 Marquette | 4 Virginia | 2 Arizona | 1 Houston | 2 Texas | 1 Kansas | 3 Gonzaga,2 Marquette | 4 Virginia | 1 Houston | 1 Kansas,2 Marquette | 1 Houston,1 Houston,149
1,b6eef9ac-af20-497c-928d-e895cf31cbb4,CashMonet,10,1920,0,1 Purdue | 8 Memphis | 5 Duke | 4 Tennessee | 6 Kentucky | 3 Kansas State | 10 USC | 2 Marquette | 1 Alabama | 9 West Virginia | 5 San Diego State | 13 Furman | 6 Creighton | 3 Baylor | 10 Utah State | 2 Arizona | 1 Houston | 9 Auburn | 5 Miami (FL) | 13 Kent State | 11 Pittsburgh | 14 Kennesaw State | 7 Texas A&M | 2 Texas | 1 Kansas | 9 Illinois | 12 VCU | 13 Iona | 6 TCU | 3 Gonzaga | 7 Northwestern | 2 UCLA,1 Purdue | 4 Tennessee | 6 Kentucky | 2 Marquette | 1 Alabama | 5 San Diego State | 3 Baylor | 2 Arizona | 1 Houston | 5 Miami (FL) | 11 Pittsburgh | 2 Texas | 1 Kansas | 13 Iona | 3 Gonzaga | 2 UCLA,1 Purdue | 2 Marquette | 1 Alabama | 2 Arizona | 1 Houston | 2 Texas | 1 Kansas | 3 Gonzaga,2 Marquette | 2 Arizona | 2 Texas | 3 Gonzaga,2 Arizona | 2 Texas,2 Texas,156
